ENDEREÇO;CONJUNTO;QUADRA;LOTE;AREA_M2;PISCINA_ST;TERRENO_ST;AGENTE;type;age
CZ14;C;Z;14;1248.62;NÃO;NÃO;TATI;house;60
CZ13;C;Z;13;608.96;NÃO;NÃO;TATI;house;60
CZ12;C;Z;12;750.15;NÃO;NÃO;TATI;house;60
CZ11;C;Z;11;849.85;NÃO;NÃO;TATI;house;60
CZ10;C;Z;10;1644.71;SIM;NÃO;TATI;house;60
CZ09;C;Z;9;1409.8;NÃO;NÃO;TATI;house;60
CZ08;C;Z;8;581.36;NÃO;NÃO;TATI;house;60
CZ07;C;Z;7;528.43;NÃO;NÃO;TATI;house;60
CZ06;C;Z;6;568.43;NÃO;NÃO;TATI;house;60
CZ05;C;Z;5;548.22;NÃO;NÃO;TATI;house;60
CZ04;C;Z;4;554.62;NÃO;NÃO;TATI;house;60
CZ03;C;Z;3;582.05;NÃO;NÃO;TATI;house;60
CZ02;C;Z;2;582.22;NÃO;NÃO;TATI;house;60
CZ01;C;Z;1;898.23;SIM;NÃO;TATI;house;60
CY33B;C;Y;33B;247.88;NÃO;NÃO;TATI;house;60
CY33A;C;Y;33A;419.47;NÃO;NÃO;TATI;house;60
CY32;C;Y;32;531.77;NÃO;NÃO;TATI;house;60
CY31;C;Y;31;552.43;SIM;NÃO;TATI;house;60
CY30;C;Y;30;590.34;NÃO;NÃO;TATI;house;60
CY29;C;Y;29;578.16;NÃO;NÃO;TATI;house;60
CY28;C;Y;28;570.64;NÃO;SIM;TATI;house;60
CY27;C;Y;27;568.36;NÃO;NÃO;TATI;house;60
CY26;C;Y;26;563.32;NÃO;NÃO;TATI;house;60
CY25;C;Y;25;589.36;NÃO;NÃO;TATI;house;60
CY24;C;Y;24;561.31;NÃO;NÃO;TATI;house;60
CY23;C;Y;23;567.72;NÃO;NÃO;TATI;house;60
CY22;C;Y;22;588.84;NÃO;NÃO;TATI;house;60
CY21;C;Y;21;567.27;NÃO;NÃO;TATI;house;60
CY20;C;Y;20;572.31;NÃO;NÃO;TATI;house;60
CY19;C;Y;19;732.64;SIM;NÃO;TATI;house;60
CY18B;C;Y;18B;462.57;NÃO;NÃO;TATI;house;60
CY18A;C;Y;18A;917.18;NÃO;NÃO;TATI;house;60
CY17;C;Y;17;583.96;SIM;NÃO;TATI;house;60
CY16;C;Y;16;582.19;NÃO;NÃO;TATI;house;60
CY15;C;Y;15;603.19;NÃO;NÃO;TATI;house;60
CY13/14;C;Y;13/14;1147.31;NÃO;NÃO;TATI;house;60
CY12;C;Y;12;574.29;SIM;NÃO;TATI;house;60
CY11;C;Y;11;578.8;NÃO;NÃO;TATI;house;60
CY10;C;Y;10;572.85;NÃO;NÃO;TATI;house;60
CY09;C;Y;9;590.62;NÃO;NÃO;TATI;house;60
CY08;C;Y;8;552.97;SIM;NÃO;TATI;house;60
CY07;C;Y;7;598.76;SIM;NÃO;TATI;house;60
CY06;C;Y;6;557.85;NÃO;NÃO;TATI;house;60
CY05;C;Y;5;581.85;SIM;NÃO;TATI;house;60
CY04;C;Y;4;576.73;NÃO;NÃO;TATI;house;60
CY03;C;Y;3;576.66;NÃO;NÃO;TATI;house;60
CY02;C;Y;2;551.23;NÃO;NÃO;TATI;house;60
CY01;C;Y;1;655.35;NÃO;NÃO;TATI;house;60
CX53;C;X;53;1035.11;NÃO;NÃO;TATI;house;60
CX52;C;X;52;573.42;SIM;NÃO;TATI;house;60
CX51;C;X;51;559.81;NÃO;NÃO;TATI;house;60
CX50;C;X;50;597.75;NÃO;NÃO;TATI;house;60
CX49;C;X;49;556.34;NÃO;NÃO;TATI;house;60
CX48;C;X;48;578.68;SIM;NÃO;TATI;house;60
CX47;C;X;47;572.22;SIM;NÃO;TATI;house;60
CX46;C;X;46;568.67;NÃO;NÃO;TATI;house;60
CX45;C;X;45;595.41;NÃO;NÃO;TATI;house;60
CX44;C;X;44;588.69;NÃO;NÃO;TATI;house;60
CX43;C;X;43;561.19;NÃO;NÃO;TATI;house;60
CX42;C;X;42;574.02;SIM;NÃO;TATI;house;60
CX41;C;X;41;583.1;NÃO;NÃO;TATI;house;60
CX40;C;X;40;575.01;NÃO;NÃO;TATI;house;60
CX39;C;X;39;575.24;NÃO;NÃO;TATI;house;60
CX38;C;X;38;576.45;NÃO;NÃO;TATI;house;60
CX37;C;X;37;579.44;SIM;NÃO;TATI;house;60
CX36;C;X;36;578.69;NÃO;NÃO;TATI;house;60
CX35;C;X;35;551.9;SIM;NÃO;TATI;house;60
CX34;C;X;34;575.45;NÃO;NÃO;TATI;house;60
CX33;C;X;33;587.65;SIM;NÃO;TATI;house;60
CX32;C;X;32;553.05;SIM;NÃO;TATI;house;60
CX31;C;X;31;590.99;SIM;NÃO;TATI;house;60
CX30;C;X;30;579.08;SIM;NÃO;TATI;house;60
CX29;C;X;29;694.78;SIM;NÃO;TATI;house;60
CX28;C;X;28;1221.68;SIM;NÃO;TATI;house;60
CX27;C;X;27;583.85;NÃO;NÃO;TATI;house;60
CX26;C;X;26;581.54;NÃO;NÃO;TATI;house;60
CX25;C;X;25;550.58;NÃO;NÃO;TATI;house;60
CX24;C;X;24;558.72;NÃO;NÃO;TATI;house;60
CX23;C;X;23;554.8;NÃO;SIM;TATI;house;60
CX22;C;X;22;568.11;SIM;NÃO;TATI;house;60
CX21;C;X;21;549.24;NÃO;NÃO;TATI;house;60
CX20;C;X;20;567.04;NÃO;NÃO;TATI;house;60
CX19;C;X;19;552.67;NÃO;NÃO;TATI;house;60
CX18;C;X;18;563.62;SIM;NÃO;TATI;house;60
CX17;C;X;17;554.53;NÃO;NÃO;TATI;house;60
CX16;C;X;16;573.3;NÃO;NÃO;TATI;house;60
CX15;C;X;15;551.25;NÃO;NÃO;TATI;house;60
CX14;C;X;14;557.9;SIM;NÃO;TATI;house;60
CX13;C;X;13;571.04;NÃO;NÃO;TATI;house;60
CX12;C;X;12;564.01;NÃO;NÃO;TATI;house;60
CX11;C;X;11;558.41;NÃO;NÃO;TATI;house;60
CX10;C;X;10;573.68;SIM;NÃO;TATI;house;60
CX09;C;X;9;551.4;NÃO;NÃO;TATI;house;60
CX08;C;X;8;553.89;NÃO;NÃO;TATI;house;60
CX07;C;X;7;578.96;NÃO;NÃO;TATI;house;60
CX06;C;X;6;575.27;NÃO;NÃO;TATI;house;60
CX05;C;X;5;578.1;SIM;NÃO;TATI;house;60
CX04;C;X;4;574.44;NÃO;NÃO;TATI;house;60
CX03;C;X;3;581.58;NÃO;NÃO;TATI;house;60
CX02;C;X;2;561.11;NÃO;NÃO;TATI;house;60
CX01;C;X;1;614.26;NÃO;NÃO;TATI;house;60
CV25;C;V;25;959.98;NÃO;NÃO;TATI;house;60
CV24;C;V;24;568.57;NÃO;NÃO;TATI;house;60
CV23;C;V;23;587.91;SIM;NÃO;TATI;house;60
CV22;C;V;22;557.47;NÃO;NÃO;TATI;house;60
CV21;C;V;21;605.5;SIM;NÃO;TATI;house;60
CV20;C;V;20;572;NÃO;NÃO;TATI;house;60
CV19;C;V;19;578.77;SIM;NÃO;TATI;house;60
CV18;C;V;18;583.86;NÃO;NÃO;TATI;house;60
CV17;C;V;17;570.23;NÃO;NÃO;TATI;house;60
CV16;C;V;16;566.07;SIM;NÃO;TATI;house;60
CV15;C;V;15;693.85;NÃO;NÃO;TATI;house;60
CV14;C;V;14;999.89;NÃO;NÃO;TATI;house;60
CV13;C;V;13;580.38;NÃO;NÃO;TATI;house;60
CV12;C;V;12;556.64;NÃO;NÃO;TATI;house;60
CV11;C;V;11;588.93;NÃO;NÃO;TATI;house;60
CV10;C;V;10;581.18;NÃO;NÃO;TATI;house;60
CV09;C;V;9;566.21;NÃO;NÃO;TATI;house;60
CV08;C;V;8;578.72;SIM;NÃO;TATI;house;60
CV07;C;V;7;603.42;SIM;NÃO;TATI;house;60
CV06;C;V;6;575.58;NÃO;NÃO;TATI;house;60
CV05;C;V;5;584.96;SIM;NÃO;TATI;house;60
CV04;C;V;4;587.21;NÃO;NÃO;TATI;house;60
CV03;C;V;3;557.75;NÃO;NÃO;TATI;house;60
CV02;C;V;2;555.77;NÃO;NÃO;TATI;house;60
CV01B;C;V;01B;392.96;NÃO;NÃO;TATI;house;60
CV01A;C;V;01A;330.87;NÃO;NÃO;TATI;house;60
CU40;C;U;40;655.26;NÃO;NÃO;TATI;house;60
CU39;C;U;39;562.15;NÃO;NÃO;TATI;house;60
CU38;C;U;38;557.16;SIM;NÃO;TATI;house;60
CU37;C;U;37;547.44;NÃO;NÃO;TATI;house;60
CU36;C;U;36;574.18;NÃO;NÃO;TATI;house;60
CU35;C;U;35;549.13;NÃO;NÃO;TATI;house;60
CU34;C;U;34;561.39;NÃO;NÃO;TATI;house;60
CU33;C;U;33;571.22;NÃO;NÃO;TATI;house;60
CU32;C;U;32;548;NÃO;NÃO;TATI;house;60
CU31;C;U;31;569.16;NÃO;NÃO;TATI;house;60
CU30;C;U;30;575.1;SIM;NÃO;TATI;house;60
CU29;C;U;29;554.44;NÃO;NÃO;TATI;house;60
CU28;C;U;28;587.58;NÃO;NÃO;TATI;house;60
CU27;C;U;27;580.42;NÃO;NÃO;TATI;house;60
CU26;C;U;26;569.7;NÃO;NÃO;TATI;house;60
CU25;C;U;25;570.2;SIM;NÃO;TATI;house;60
CU24;C;U;24;573.3;NÃO;NÃO;TATI;house;60
CU23;C;U;23;568.62;NÃO;NÃO;TATI;house;60
CU22;C;U;22;590.35;SIM;NÃO;TATI;house;60
CU21;C;U;21;984.22;SIM;NÃO;TATI;house;60
CU20;C;U;20;661.01;NÃO;NÃO;TATI;house;60
CU19;C;U;19;588.74;SIM;NÃO;TATI;house;60
CU18;C;U;18;567.33;NÃO;NÃO;TATI;house;60
CU17;C;U;17;576.02;NÃO;NÃO;TATI;house;60
CU15/16;C;U;15/16;1139.3;SIM;NÃO;TATI;house;60
CU14;C;U;14;575.3;NÃO;NÃO;TATI;house;60
CU12/13;C;U;dez/13;1121.51;NÃO;NÃO;TATI;house;60
CU11;C;U;11;582.48;SIM;NÃO;TATI;house;60
CU10;C;U;10;552.63;SIM;NÃO;TATI;house;60
CU09;C;U;9;558.8;SIM;NÃO;TATI;house;60
CU08;C;U;8;550.48;SIM;NÃO;TATI;house;60
CU07;C;U;7;560.14;NÃO;NÃO;TATI;house;60
CU06;C;U;6;555.91;NÃO;NÃO;TATI;house;60
CU05;C;U;5;555.98;NÃO;NÃO;TATI;house;60
CU04;C;U;4;567.17;NÃO;NÃO;TATI;house;60
CU03;C;U;3;555.74;SIM;NÃO;TATI;house;60
CU02;C;U;2;565.09;NÃO;NÃO;TATI;house;60
CU01;C;U;1;871.14;SIM;NÃO;TATI;house;60
CT34D;C;T;34D;151.64;NÃO;NÃO;TATI;house;60
CT34C;C;T;34C;161.94;NÃO;NÃO;TATI;house;60
CT34B;C;T;34B;234.77;NÃO;NÃO;TATI;house;60
CT34A;C;T;34A;290.02;NÃO;NÃO;TATI;house;60
CT33;C;T;33;553.74;NÃO;NÃO;TATI;house;60
CT32;C;T;32;583.15;NÃO;NÃO;TATI;house;60
CT31;C;T;31;564.95;NÃO;NÃO;TATI;house;60
CT30;C;T;30;562.6;NÃO;NÃO;TATI;house;60
CT29;C;T;29;588.55;NÃO;NÃO;TATI;house;60
CT28;C;T;28;588.67;NÃO;NÃO;TATI;house;60
CT27;C;T;27;598.55;NÃO;NÃO;TATI;house;60
CT26;C;T;26;588.07;NÃO;NÃO;TATI;house;60
CT25;C;T;25;592.44;NÃO;NÃO;TATI;house;60
CT24;C;T;24;585.58;SIM;NÃO;TATI;house;60
CT23;C;T;23;600.79;NÃO;NÃO;TATI;house;60
CT22;C;T;22;577.4;NÃO;NÃO;TATI;house;60
CT21B;C;T;21B;282.58;NÃO;NÃO;TATI;house;60
CT21A;C;T;21A;280.27;NÃO;NÃO;TATI;house;60
CT20;C;T;20;606.92;NÃO;NÃO;TATI;house;60
CT19;C;T;19;753.2;SIM;NÃO;TATI;house;60
CT18;C;T;18;1313.52;SIM;NÃO;TATI;house;60
CT17;C;T;17;569.87;NÃO;NÃO;TATI;house;60
CT16;C;T;16;553.62;NÃO;NÃO;TATI;house;60
CT15;C;T;15;567.83;NÃO;NÃO;TATI;house;60
CT14;C;T;14;573.53;SIM;NÃO;TATI;house;60
CT13;C;T;13;586.92;SIM;NÃO;TATI;house;60
CT12;C;T;12;571.59;NÃO;NÃO;TATI;house;60
CT11;C;T;11;586.84;NÃO;NÃO;TATI;house;60
CT09/10;C;T;09/out;1139.04;SIM;NÃO;TATI;house;60
CT08;C;T;8;574;NÃO;NÃO;TATI;house;60
CT07;C;T;7;554.8;NÃO;NÃO;TATI;house;60
CT06;C;T;6;585.21;SIM;NÃO;TATI;house;60
CT05;C;T;5;574.28;SIM;NÃO;TATI;house;60
CT04;C;T;4;574.23;NÃO;NÃO;TATI;house;60
CT03;C;T;3;563.69;NÃO;NÃO;TATI;house;60
CT02B;C;T;02B;290.44;NÃO;NÃO;TATI;house;60
CT02;C;T;2;274.45;NÃO;NÃO;TATI;house;60
CT01;C;T;1;686.34;SIM;NÃO;TATI;house;60
CS44;C;S;44;686.6;NÃO;NÃO;TATI;house;60
CS43;C;S;43;572.92;NÃO;NÃO;TATI;house;60
CS42;C;S;42;557.97;NÃO;NÃO;TATI;house;60
CS41;C;S;41;591.61;SIM;NÃO;TATI;house;60
CS40;C;S;40;553.19;NÃO;NÃO;TATI;house;60
CS39;C;S;39;574.63;NÃO;NÃO;TATI;house;60
CS38;C;S;38;563.24;SIM;NÃO;TATI;house;60
CS37;C;S;37;578.13;NÃO;NÃO;TATI;house;60
CS36;C;S;36;558.31;NÃO;NÃO;TATI;house;60
CS35;C;S;35;576.92;SIM;NÃO;TATI;house;60
CS34;C;S;34;572.45;NÃO;NÃO;TATI;house;60
CS33;C;S;33;582.44;NÃO;NÃO;TATI;house;60
CS32;C;S;32;581.14;NÃO;NÃO;TATI;house;60
CS31;C;S;31;563.16;NÃO;NÃO;TATI;house;60
CS30;C;S;30;566.42;NÃO;NÃO;TATI;house;60
CS29;C;S;29;586.6;NÃO;NÃO;TATI;house;60
CS28;C;S;28;567.69;NÃO;NÃO;TATI;house;60
CS27;C;S;27;572.24;NÃO;NÃO;TATI;house;60
CS26;C;S;26;565.5;SIM;NÃO;TATI;house;60
CS25;C;S;25;535.68;NÃO;NÃO;TATI;house;60
CS24;C;S;24;597.55;NÃO;NÃO;TATI;house;60
CS23;C;S;23;744.85;NÃO;NÃO;TATI;house;60
CS22;C;S;22;687.65;SIM;NÃO;TATI;house;60
CS21;C;S;21;581.43;NÃO;NÃO;TATI;house;60
CS20;C;S;20;566.57;NÃO;NÃO;TATI;house;60
CS19;C;S;19;593.67;NÃO;NÃO;TATI;house;60
CS18;C;S;18;569.55;NÃO;NÃO;TATI;house;60
CS17;C;S;17;571.93;NÃO;NÃO;TATI;house;60
CS16;C;S;16;578.36;NÃO;NÃO;TATI;house;60
CS15;C;S;15;597.08;SIM;NÃO;TATI;house;60
CS14;C;S;14;558.77;NÃO;NÃO;TATI;house;60
CS13;C;S;13;582.67;SIM;NÃO;TATI;house;60
CS10/11/12;C;S;10/11/2012;1705.71;SIM;NÃO;TATI;house;60
CS09;C;S;9;572.8;NÃO;NÃO;TATI;house;60
CS08;C;S;8;591.64;NÃO;NÃO;TATI;house;60
CS07;C;S;7;584.54;NÃO;NÃO;TATI;house;60
CS06;C;S;6;571.11;NÃO;NÃO;TATI;house;60
CS05;C;S;5;593.09;SIM;NÃO;TATI;house;60
CS04;C;S;4;574.51;NÃO;NÃO;TATI;house;60
CS03;C;S;3;570.51;SIM;NÃO;TATI;house;60
CS02;C;S;2;588.74;NÃO;NÃO;TATI;house;60
CS01;C;S;1;643.67;NÃO;SIM;TATI;house;60
CR43;C;R;43;1042.87;NÃO;NÃO;TATI;house;60
CR42;C;R;42;565;NÃO;NÃO;TATI;house;60
CR41;C;R;41;583.17;NÃO;NÃO;TATI;house;60
CR39/40;C;R;39/40;1135.97;SIM;NÃO;TATI;house;60
CR38B;C;R;38B;294.77;SIM;NÃO;TATI;house;60
CR38A;C;R;38A;272.73;NÃO;NÃO;TATI;house;60
CR37;C;R;37;550;NÃO;NÃO;TATI;house;60
CR36;C;R;36;565.3;SIM;NÃO;TATI;house;60
CR35;C;R;35;564.48;NÃO;NÃO;TATI;house;60
CR34;C;R;34;558.64;NÃO;NÃO;TATI;house;60
CR33;C;R;33;561.85;NÃO;NÃO;TATI;house;60
CR32B;C;R;32B;283.55;NÃO;NÃO;TATI;house;60
CR32A;C;R;32A;268.31;NÃO;NÃO;TATI;house;60
CR31;C;R;31;569.52;SIM;NÃO;TATI;house;60
CR30;C;R;30;556.73;NÃO;NÃO;TATI;house;60
CR29;C;R;29;577.09;NÃO;NÃO;TATI;house;60
CR28;C;R;28;572.74;NÃO;NÃO;TATI;house;60
CR27B;C;R;27B;300.19;NÃO;NÃO;TATI;house;60
CR27A;C;R;27A;286.34;NÃO;NÃO;TATI;house;60
CR26;C;R;26;546.71;NÃO;NÃO;TATI;house;60
CR25;C;R;25;585.86;NÃO;NÃO;TATI;house;60
CR24;C;R;24;753.28;NÃO;NÃO;TATI;house;60
CR23;C;R;23;947.25;NÃO;NÃO;TATI;house;60
CR22;C;R;22;582.78;NÃO;NÃO;TATI;house;60
CR21;C;R;21;575.32;SIM;NÃO;TATI;house;60
CR20;C;R;20;587.02;NÃO;NÃO;TATI;house;60
CR19;C;R;19;560.2;NÃO;NÃO;TATI;house;60
CR18;C;R;18;594.49;NÃO;NÃO;TATI;house;60
CR17;C;R;17;602.81;NÃO;NÃO;TATI;house;60
CR16;C;R;16;549.45;NÃO;NÃO;TATI;house;60
CR15;C;R;15;591.38;NÃO;NÃO;TATI;house;60
CR14;C;R;14;567.97;SIM;NÃO;TATI;house;60
CR12/13;C;R;dez/13;1168.09;NÃO;NÃO;TATI;house;60
CR11;C;R;11;571.41;SIM;NÃO;TATI;house;60
CR10;C;R;10;566.38;NÃO;NÃO;TATI;house;60
CR09;C;R;9;598.67;NÃO;NÃO;TATI;house;60
CR08;C;R;8;578.19;SIM;NÃO;TATI;house;60
CR07;C;R;7;590.5;SIM;NÃO;TATI;house;60
CR06;C;R;6;586.04;NÃO;NÃO;TATI;house;60
CR05;C;R;5;579.01;SIM;NÃO;TATI;house;60
CR04;C;R;4;592.39;NÃO;NÃO;TATI;house;60
CR03;C;R;3;577.75;NÃO;NÃO;TATI;house;60
CR02;C;R;2;593.13;NÃO;NÃO;TATI;house;60
CR01;C;R;1;728.1;NÃO;NÃO;TATI;house;60
CQ46;C;Q;46;647.13;NÃO;NÃO;TATI;house;60
CQ45;C;Q;45;579.77;NÃO;NÃO;TATI;house;60
CQ43/44;C;Q;43/44;1134.67;NÃO;NÃO;TATI;house;60
CQ42;C;Q;42;583.95;NÃO;NÃO;TATI;house;60
CQ41;C;Q;41;564.15;NÃO;SIM;TATI;house;60
CQ39/40;C;Q;39/40;1141.97;SIM;NÃO;TATI;house;60
CQ38;C;Q;38;582.38;NÃO;NÃO;TATI;house;60
CQ37;C;Q;37;574.87;SIM;NÃO;TATI;house;60
CQ36;C;Q;36;570.68;NÃO;NÃO;TATI;house;60
CQ35;C;Q;35;576.05;NÃO;NÃO;TATI;house;60
CQ34;C;Q;34;568.1;NÃO;NÃO;TATI;house;60
CQ33;C;Q;33;541.21;NÃO;NÃO;TATI;house;60
CQ32;C;Q;32;579.6;NÃO;NÃO;TATI;house;60
CQ31;C;Q;31;584.28;SIM;NÃO;TATI;house;60
CQ30;C;Q;30;581.64;NÃO;NÃO;TATI;house;60
CQ29;C;Q;29;575.79;NÃO;NÃO;TATI;house;60
CQ28;C;Q;28;579.06;SIM;NÃO;TATI;house;60
CQ27B;C;Q;27B;293.85;NÃO;NÃO;TATI;house;60
CQ27A;C;Q;27A;278.23;NÃO;NÃO;TATI;house;60
CQ26;C;Q;26;561.47;NÃO;NÃO;TATI;house;60
CQ25;C;Q;25;590.59;NÃO;NÃO;TATI;house;60
CQ24;C;Q;24;1039.3;NÃO;NÃO;TATI;house;60
CQ23;C;Q;23;655.07;NÃO;NÃO;TATI;house;60
CQ22;C;Q;22;568.1;NÃO;NÃO;TATI;house;60
CQ21;C;Q;21;585.22;NÃO;NÃO;TATI;house;60
CQ20;C;Q;20;565.91;NÃO;NÃO;TATI;house;60
CQ19;C;Q;19;579.95;SIM;NÃO;TATI;house;60
CQ18;C;Q;18;560.3;NÃO;NÃO;TATI;house;60
CQ17;C;Q;17;602.58;NÃO;NÃO;TATI;house;60
CQ16;C;Q;16;559.38;SIM;NÃO;TATI;house;60
CQ15;C;Q;15;591.92;NÃO;NÃO;TATI;house;60
CQ14;C;Q;14;574.04;NÃO;NÃO;TATI;house;60
CQ13;C;Q;13;563.83;SIM;NÃO;TATI;house;60
CQ12;C;Q;12;593.5;NÃO;NÃO;TATI;house;60
CQ11;C;Q;11;569.22;NÃO;NÃO;TATI;house;60
CQ10;C;Q;10;574.83;NÃO;NÃO;TATI;house;60
CQ09;C;Q;9;566.32;NÃO;NÃO;TATI;house;60
CQ08;C;Q;8;570.88;SIM;NÃO;TATI;house;60
CQ07;C;Q;7;570.36;NÃO;NÃO;TATI;house;60
CQ06;C;Q;6;566.36;NÃO;NÃO;TATI;house;60
CQ05;C;Q;5;583.87;NÃO;NÃO;TATI;house;60
CQ04;C;Q;4;569.26;NÃO;NÃO;TATI;house;60
CQ03;C;Q;3;583.29;NÃO;NÃO;TATI;house;60
CQ02;C;Q;2;562.4;NÃO;NÃO;TATI;house;60
CQ01;C;Q;1;899.79;SIM;NÃO;TATI;house;60
CP51B;C;P;51B;279.41;NÃO;NÃO;TATI;house;60
CP51A;C;P;51A;249.22;NÃO;NÃO;TATI;house;60
CP50;C;P;50;596.63;NÃO;NÃO;TATI;house;60
CP49;C;P;49;582.39;NÃO;NÃO;TATI;house;60
CP48;C;P;48;576.11;NÃO;NÃO;TATI;house;60
CP47;C;P;47;577.8;NÃO;NÃO;TATI;house;60
CP46;C;P;46;576.58;SIM;NÃO;TATI;house;60
CP45;C;P;45;594.67;NÃO;NÃO;TATI;house;60
CP44;C;P;44;559.44;NÃO;NÃO;TATI;house;60
CP43;C;P;43;566.6;NÃO;NÃO;TATI;house;60
CP42;C;P;42;582.64;NÃO;NÃO;TATI;house;60
CP41;C;P;41;560.05;NÃO;NÃO;TATI;house;60
CP40;C;P;40;603.75;NÃO;NÃO;TATI;house;60
CP39;C;P;39;558.75;NÃO;NÃO;TATI;house;60
CP38;C;P;38;591.73;SIM;NÃO;TATI;house;60
CP37;C;P;37;601.2;NÃO;NÃO;TATI;house;60
CP36;C;P;36;589.23;NÃO;NÃO;TATI;house;60
CP35;C;P;35;575.06;NÃO;NÃO;TATI;house;60
CP34;C;P;34;572.34;SIM;NÃO;TATI;house;60
CP33;C;;33;578.36;SIM;NÃO;TATI;house;60
CP32;C;P;32;583.31;NÃO;NÃO;TATI;house;60
CP31;C;P;31;580.05;NÃO;NÃO;TATI;house;60
