ENDEREÇO;CONJUNTO;QUADRA;LOTE;AREA_M2;PISCINA_ST;TERRENO_ST;AGENTE;type;age
CP30;C;P;30;578.85;SIM;NÃO;TATI;house;60
CP29;C;P;29;564.06;NÃO;NÃO;TATI;house;60
CP28;C;P;28;684.05;NÃO;NÃO;TATI;house;60
CP27;C;P;27;1136.8;NÃO;NÃO;TATI;house;60
CP26;C;P;26;791.21;SIM;NÃO;TATI;house;60
CP25;C;P;25;718.01;NÃO;NÃO;TATI;house;60
CP24;C;P;24;548.9;NÃO;NÃO;TATI;house;60
CP23;C;P;23;584.16;NÃO;NÃO;TATI;house;60
CP22;C;P;22;587.26;NÃO;NÃO;TATI;house;60
CP21;C;P;21;579.52;NÃO;NÃO;TATI;house;60
CP20;C;P;20;574.07;SIM;NÃO;TATI;house;60
CP19;C;P;19;578.06;NÃO;NÃO;TATI;house;60
CP18;C;P;18;594.34;NÃO;NÃO;TATI;house;60
CP17;C;P;17;557.5;NÃO;NÃO;TATI;house;60
CP16;C;P;16;567.96;NÃO;NÃO;TATI;house;60
CP15;C;P;15;584.76;SIM;NÃO;TATI;house;60
CP14;C;P;14;526.6;NÃO;NÃO;TATI;house;60
CP13;C;P;13;615.9;NÃO;NÃO;TATI;house;60
CP12;C;P;12;565.35;NÃO;NÃO;TATI;house;60
CP11;C;P;11;579.43;NÃO;NÃO;TATI;house;60
CP10;C;P;10;567.76;NÃO;NÃO;TATI;house;60
CP09;C;P;9;583.58;NÃO;NÃO;TATI;house;60
CP08;C;P;8;569.12;SIM;NÃO;TATI;house;60
CP07;C;P;7;577.79;NÃO;NÃO;TATI;house;60
CP06;C;P;6;576.98;NÃO;NÃO;TATI;house;60
CP05;C;P;5;564.97;NÃO;NÃO;TATI;house;60
CP04;C;P;4;595.37;NÃO;NÃO;TATI;house;60
CP03;C;P;3;583.46;NÃO;NÃO;TATI;house;60
CP02;C;P;2;571.8;SIM;NÃO;TATI;house;60
CP01;C;P;1;670.73;NÃO;NÃO;TATI;house;60
CO50;C;O;50;650.5;NÃO;NÃO;TATI;house;60
CO49;C;O;49;573.07;NÃO;NÃO;TATI;house;60
CO48;C;O;48;592.25;NÃO;NÃO;TATI;house;60
CO47;C;O;47;587.74;NÃO;NÃO;TATI;house;60
CO46;C;O;46;590.69;SIM;NÃO;TATI;house;60
CO45;C;O;45;585.13;NÃO;NÃO;TATI;house;60
CO44;C;O;44;553.08;NÃO;NÃO;TATI;house;60
CO43;C;O;43;589.79;SIM;NÃO;TATI;house;60
CO42;C;O;42;587.91;NÃO;NÃO;TATI;house;60
CO41;C;O;41;590.45;NÃO;NÃO;TATI;house;60
CO40;C;O;40;562.01;NÃO;NÃO;TATI;house;60
CO39;C;O;39;577.55;NÃO;NÃO;TATI;house;60
CO38;C;O;38;573.28;NÃO;NÃO;TATI;house;60
CO37;C;O;37;595.54;NÃO;NÃO;TATI;house;60
CO36;C;O;36;565.66;SIM;NÃO;TATI;house;60
CO35;C;O;35;591.94;NÃO;NÃO;TATI;house;60
CO34;C;O;34;560.31;NÃO;NÃO;TATI;house;60
CO33;C;O;33;595.97;NÃO;NÃO;TATI;house;60
CO32;C;O;32;553.55;SIM;NÃO;TATI;house;60
CO31;C;O;31;587.74;NÃO;NÃO;TATI;house;60
CO30;C;O;30;572.95;NÃO;NÃO;TATI;house;60
CO29;C;O;29;575.41;SIM;NÃO;TATI;house;60
CO28;C;O;28;596.55;NÃO;NÃO;TATI;house;60
CO27;C;O;27;595.75;NÃO;NÃO;TATI;house;60
CO26;C;O;26;749.48;NÃO;NÃO;TATI;house;60
CO25;C;O;25;661.55;NÃO;NÃO;TATI;house;60
CO24;C;O;24;569.13;NÃO;NÃO;TATI;house;60
CO23;C;O;23;601.72;SIM;NÃO;TATI;house;60
CO22;C;O;22;584.12;SIM;NÃO;TATI;house;60
CO21;C;O;21;585.87;SIM;NÃO;TATI;house;60
CO20;C;O;20;573.3;NÃO;NÃO;TATI;house;60
CO19;C;O;19;564.21;NÃO;NÃO;TATI;house;60
CO17/18;C;O;17/18;1162.09;NÃO;NÃO;TATI;house;60
CO16;C;O;16;593.03;NÃO;NÃO;TATI;house;60
CO15;C;O;15;573.83;SIM;NÃO;TATI;house;60
CO14;C;O;14;585.67;NÃO;NÃO;TATI;house;60
CO13;C;O;13;584.63;SIM;NÃO;TATI;house;60
CO12;C;O;12;582.31;SIM;NÃO;TATI;house;60
CO11;C;O;11;577.97;NÃO;NÃO;TATI;house;60
CO10;C;O;10;580.84;NÃO;NÃO;TATI;house;60
CO09;C;O;9;565.15;NÃO;NÃO;TATI;house;60
CO08;C;O;8;596.69;NÃO;NÃO;TATI;house;60
CO07;C;O;7;567.8;NÃO;NÃO;TATI;house;60
CO06;C;O;6;582.11;SIM;NÃO;TATI;house;60
CO05;C;O;5;578.56;NÃO;NÃO;TATI;house;60
CO03/04;C;O;03/abr;577.75;NÃO;NÃO;TATI;house;60
CO01/02;C;O;01/fev;1214.67;SIM;NÃO;TATI;house;60
CN58;C;N;58;673.31;NÃO;NÃO;TATI;house;60
CN57;C;N;57;601.73;NÃO;NÃO;TATI;house;60
CN56;C;N;56;543.37;SIM;NÃO;TATI;house;60
CN55;C;;55;619.73;SIM;NÃO;TATI;house;60
CN54;C;N;54;559.3;SIM;NÃO;TATI;house;60
CN53;C;N;53;581.53;NÃO;NÃO;TATI;house;60
CN52;C;N;52;573.23;NÃO;NÃO;TATI;house;60
CN51;C;N;51;557.15;SIM;NÃO;TATI;house;60
CN50;C;N;50;545.58;NÃO;NÃO;TATI;house;60
CN49;C;N;49;605.06;NÃO;NÃO;TATI;house;60
CN48;C;N;48;579.31;SIM;NÃO;TATI;house;60
CN47;C;N;47;561.45;NÃO;NÃO;TATI;house;60
CN46;C;N;46;604.39;NÃO;NÃO;TATI;house;60
CN45;C;N;45;566.76;NÃO;NÃO;TATI;house;60
CN44;C;N;44;554.42;NÃO;NÃO;TATI;house;60
CN43;C;N;43;583.68;NÃO;NÃO;TATI;house;60
CN42;C;N;42;596.87;SIM;NÃO;TATI;house;60
CN41;C;N;41;550.84;NÃO;NÃO;TATI;house;60
CN39/40;C;N;39;1190.31;NÃO;NÃO;TATI;house;60
CN38;C;N;38;561.74;SIM;NÃO;TATI;house;60
CN37B;C;N;37B;299.43;NÃO;NÃO;TATI;house;60
CN37A;C;N;37A;269.46;NÃO;NÃO;TATI;house;60
CN36;C;N;36;554.92;NÃO;NÃO;TATI;house;60
CN35;C;N;35;581.58;NÃO;NÃO;TATI;house;60
CN34;C;N;34;614.36;NÃO;NÃO;TATI;house;60
CN33;C;N;33;537.31;NÃO;NÃO;TATI;house;60
CN32;C;N;32;598;SIM;NÃO;TATI;house;60
CN31;C;N;31;667.08;NÃO;NÃO;TATI;house;60
CN30;C;N;30;898.7;NÃO;NÃO;TATI;house;60
CN29;C;N;29;593.95;SIM;NÃO;TATI;house;60
CN28;C;N;28;568.37;SIM;NÃO;TATI;house;60
CN27;C;N;27;600.46;SIM;NÃO;TATI;house;60
CN26;C;N;26;569.38;NÃO;NÃO;TATI;house;60
CN25;C;N;25;579.2;NÃO;NÃO;TATI;house;60
CN24;C;N;24;545.64;SIM;NÃO;TATI;house;60
CN23;C;N;23;589.13;NÃO;SIM;TATI;house;60
CN22;C;N;22;578.9;NÃO;NÃO;TATI;house;60
CN21;C;N;21;563.76;SIM;NÃO;TATI;house;60
CN20;C;N;20;559.16;SIM;NÃO;TATI;house;60
CN19;C;N;19;601.27;NÃO;NÃO;TATI;house;60
CN18;C;N;18;570.04;SIM;NÃO;TATI;house;60
CN17;C;N;17;571.47;NÃO;NÃO;TATI;house;60
CN16;C;N;16;575.27;NÃO;NÃO;TATI;house;60
CN15;C;N;15;560.42;NÃO;NÃO;TATI;house;60
CN14;C;N;14;573.39;NÃO;NÃO;TATI;house;60
CN13;C;N;13;572.9;NÃO;NÃO;TATI;house;60
CN12;C;N;12;598.49;SIM;NÃO;TATI;house;60
CN11;C;N;11;556.42;NÃO;SIM;TATI;house;60
CN10;C;N;10;582.26;NÃO;NÃO;TATI;house;60
CN09;C;N;9;571.22;NÃO;NÃO;TATI;house;60
CN08;C;N;8;575.35;SIM;NÃO;TATI;house;60
CN07;C;N;7;569.59;NÃO;NÃO;TATI;house;60
CN06;C;N;6;566.76;NÃO;NÃO;TATI;house;60
CN05;C;N;5;566.25;SIM;NÃO;TATI;house;60
CN04;C;N;4;617.87;SIM;NÃO;TATI;house;60
CN03;C;N;3;563.52;NÃO;NÃO;TATI;house;60
CN02;C;N;2;572.42;NÃO;NÃO;TATI;house;60
CN01;C;N;1;670.8;NÃO;NÃO;TATI;house;60
CM51;C;M;51;693.47;SIM;NÃO;TATI;house;60
CM50;C;M;50;584.52;SIM;NÃO;TATI;house;60
CM49;C;M;49;558.05;SIM;NÃO;TATI;house;60
CM48;C;M;48;596.57;NÃO;NÃO;TATI;house;60
CM47;C;M;47;551.53;NÃO;NÃO;TATI;house;60
CM46;C;M;46;562.39;NÃO;NÃO;TATI;house;60
CM45B;C;M;45B;287.28;NÃO;NÃO;TATI;house;60
CM45A;C;M;45A;275.14;NÃO;NÃO;TATI;house;60
CM43;C;M;43;581.68;NÃO;NÃO;TATI;house;60
CM42;C;M;42;573.15;NÃO;NÃO;TATI;house;60
CM41;C;M;41;566.42;SIM;NÃO;TATI;house;60
CM40;C;M;40;582.27;NÃO;NÃO;TATI;house;60
CM39;C;M;39;575.66;NÃO;NÃO;TATI;house;60
CM38;C;M;38;563.1;NÃO;NÃO;TATI;house;60
CM37;C;M;37;594.15;NÃO;NÃO;TATI;house;60
CM36;C;M;36;578.71;NÃO;SIM;TATI;house;60
CM35;C;M;35;587.9;SIM;NÃO;TATI;house;60
CM34;C;M;34;553.74;NÃO;NÃO;TATI;house;60
CM33;C;M;33;584.06;SIM;NÃO;TATI;house;60
CM32;C;M;32;569.66;NÃO;NÃO;TATI;house;60
CM31;C;M;31;571.45;SIM;NÃO;TATI;house;60
CM30;C;M;30;579.49;NÃO;NÃO;TATI;house;60
CM29;C;M;29;579.68;NÃO;NÃO;TATI;house;60
CM28;C;M;28;573.32;NÃO;NÃO;TATI;house;60
CM27;C;M;27;571.38;NÃO;NÃO;TATI;house;60
CM26;C;M;26;1054.2;NÃO;NÃO;TATI;house;60
CM25;C;M;25;643.54;NÃO;SIM;TATI;house;60
CM24;C;M;24;589.74;SIM;NÃO;TATI;house;60
CM23;C;M;23;572.98;NÃO;NÃO;TATI;house;60
CM22;C;M;22;598.48;NÃO;NÃO;TATI;house;60
CM21;C;M;21;571.95;NÃO;NÃO;TATI;house;60
CM20;C;M;20;574.77;SIM;NÃO;TATI;house;60
CM19;C;M;19;581.34;NÃO;NÃO;TATI;house;60
CM18/44;C;M;18/44;1155.68;NÃO;NÃO;TATI;house;60
CM17;C;M;17;586.83;SIM;NÃO;TATI;house;60
CM16;C;M;16;574.78;NÃO;NÃO;TATI;house;60
CM15;C;M;15;554.27;NÃO;NÃO;TATI;house;60
CM14;C;M;14;571.65;NÃO;NÃO;TATI;house;60
CM13;C;M;13;562.47;NÃO;NÃO;TATI;house;60
CM12;C;M;12;545.78;SIM;NÃO;TATI;house;60
CM11;C;M;11;572.95;NÃO;NÃO;TATI;house;60
CM10;C;M;10;572.15;NÃO;NÃO;TATI;house;60
CM09;C;M;9;558.98;SIM;NÃO;TATI;house;60
CM08;C;M;8;546.12;NÃO;NÃO;TATI;house;60
CM07;C;M;7;575.97;NÃO;NÃO;TATI;house;60
CM06;C;M;6;584.97;NÃO;NÃO;TATI;house;60
CM05;C;M;5;552.43;NÃO;NÃO;TATI;house;60
CM04;C;M;4;577.59;NÃO;NÃO;TATI;house;60
CM03;C;M;3;558.11;SIM;NÃO;TATI;house;60
CM02;C;M;2;569.16;NÃO;NÃO;TATI;house;60
CM01;C;M;1;1194.6;NÃO;NÃO;TATI;house;60
CL63;C;L;63;510.46;NÃO;NÃO;ISLA;house;60
CL62;C;L;62;609.83;NÃO;NÃO;ISLA;house;60
CL61;C;L;61;550.71;NÃO;NÃO;ISLA;house;60
CL60;C;L;60;585.73;NÃO;NÃO;ISLA;house;60
CL59;C;L;59;575.03;NÃO;NÃO;ISLA;house;60
CL58;C;L;58;570.87;NÃO;NÃO;ISLA;house;60
CL57;C;L;57;573.44;NÃO;NÃO;ISLA;house;60
CL56;C;L;56;589.52;NÃO;NÃO;ISLA;house;60
CL55;C;L;55;563.35;NÃO;NÃO;ISLA;house;60
CL54;C;L;54;557.51;NÃO;NÃO;ISLA;house;60
CL53;C;L;53;564.31;SIM;NÃO;ISLA;house;60
CL52;C;L;52;604.09;NÃO;NÃO;ISLA;house;60
CL51;C;L;51;553.71;NÃO;NÃO;ISLA;house;60
CL50;C;L;50;592.42;NÃO;NÃO;ISLA;house;60
CL49;C;L;49;560.55;SIM;NÃO;ISLA;house;60
CL48;C;L;48;589.18;NÃO;NÃO;ISLA;house;60
CL47;C;L;47;537.13;SIM;NÃO;ISLA;house;60
CL46;C;L;46;612.5;NÃO;NÃO;ISLA;house;60
CL45;C;L;45;566.21;NÃO;NÃO;ISLA;house;60
CL44;C;L;44;543.23;SIM;NÃO;ISLA;house;60
CL43;C;L;43;588.14;SIM;NÃO;ISLA;house;60
CL42;C;L;42;557.81;SIM;NÃO;ISLA;house;60
CL40/41;C;L;40/41;1179.19;NÃO;NÃO;ISLA;house;60
CL39;C;L;39;562.31;NÃO;NÃO;ISLA;house;60
CL38;C;L;38;563.98;SIM;NÃO;ISLA;house;60
CL37;C;L;37;578.46;NÃO;NÃO;ISLA;house;60
CL36;C;L;36;603.53;NÃO;NÃO;ISLA;house;60
CL35;C;L;35;555.62;NÃO;NÃO;ISLA;house;60
CL34;C;L;34;581.08;NÃO;NÃO;ISLA;house;60
CL33;C;L;33;632.97;NÃO;NÃO;ISLA;house;60
CL32;C;L;32;809.43;SIM;NÃO;ISLA;house;60
CL31;C;L;31;557.76;NÃO;NÃO;ISLA;house;60
CL30;C;L;30;611.81;NÃO;NÃO;ISLA;house;60
CL29;C;L;29;544.92;NÃO;NÃO;ISLA;house;60
CL28;C;L;28;570.06;NÃO;NÃO;ISLA;house;60
CL27;C;L;27;603.15;SIM;NÃO;ISLA;house;60
CL26;C;L;26;574.19;SIM;NÃO;ISLA;house;60
CL25;C;L;25;570.72;NÃO;NÃO;ISLA;house;60
CL24;C;L;24;593.02;NÃO;NÃO;ISLA;house;60
CL23;C;L;23;575.26;NÃO;NÃO;ISLA;house;60
CL22;C;L;22;578.28;NÃO;NÃO;ISLA;house;60
CL21;C;L;21;562.33;NÃO;NÃO;ISLA;house;60
CL20;C;L;20;597.67;NÃO;NÃO;ISLA;house;60
CL19;C;L;19;569.91;NÃO;SIM;ISLA;house;60
CL18;C;L;18;564.68;NÃO;NÃO;ISLA;house;60
CL17;C;L;17;583.77;NÃO;NÃO;ISLA;house;60
CL16;C;L;16;576.92;SIM;NÃO;ISLA;house;60
CL15;C;L;15;559.44;NÃO;NÃO;ISLA;house;60
CL14;C;L;14;591.94;SIM;NÃO;ISLA;house;60
CL13;C;L;13;557.6;NÃO;NÃO;ISLA;house;60
CL12;C;L;12;589.87;SIM;NÃO;ISLA;house;60
CL11;C;L;11;564.94;NÃO;NÃO;ISLA;house;60
CL10;C;L;10;581.81;SIM;NÃO;ISLA;house;60
CL09;C;L;9;593.53;NÃO;NÃO;ISLA;house;60
CL08;C;L;8;587.15;NÃO;NÃO;ISLA;house;60
CL07;C;L;7;583.13;SIM;NÃO;ISLA;house;60
CL06;C;L;6;578.28;NÃO;NÃO;ISLA;house;60
CL05;C;L;5;585.06;SIM;NÃO;ISLA;house;60
CL04;C;L;4;572.99;NÃO;NÃO;ISLA;house;60
CL03;C;L;3;580.72;NÃO;NÃO;ISLA;house;60
CL02;C;L;2;571.59;SIM;NÃO;ISLA;house;60
CL01;C;L;1;619.21;SIM;NÃO;ISLA;house;60
CK51;C;K;51;621.48;NÃO;NÃO;ISLA;house;60
CK50;C;K;50;590.71;NÃO;NÃO;ISLA;house;60
CK49;C;K;49;560.97;SIM;NÃO;ISLA;house;60
CK48;C;K;48;585.35;NÃO;NÃO;ISLA;house;60
CK47;C;K;47;569.7;NÃO;NÃO;ISLA;house;60
CK46;C;K;46;580.65;NÃO;NÃO;ISLA;house;60
CK45;C;K;45;570.34;NÃO;NÃO;ISLA;house;60
CK44;C;K;44;584.84;NÃO;NÃO;ISLA;house;60
CK43;C;K;43;579.31;NÃO;SIM;ISLA;house;60
CK42;C;K;42;582.92;NÃO;NÃO;ISLA;house;60
CK41;C;K;41;563.7;NÃO;NÃO;ISLA;house;60
CK40;C;K;40;584.48;NÃO;NÃO;ISLA;house;60
CK39;C;K;39;561.32;NÃO;NÃO;ISLA;house;60
CK38;C;K;38;597.34;SIM;NÃO;ISLA;house;60
CK37;C;K;37;588.93;NÃO;NÃO;ISLA;house;60
CK36;C;K;36;595.17;SIM;NÃO;ISLA;house;60
CK35;C;K;35;592.31;NÃO;NÃO;ISLA;house;60
CK34;C;K;34;582.51;NÃO;NÃO;ISLA;house;60
CK33;C;K;33;580.03;SIM;NÃO;ISLA;house;60
CK32;C;K;32;611.55;NÃO;NÃO;ISLA;house;60
CK31;C;K;31;577.07;NÃO;NÃO;ISLA;house;60
CK30;C;K;30;590.93;NÃO;NÃO;ISLA;house;60
CK29;C;K;29;575.86;SIM;NÃO;ISLA;house;60
CK28;C;K;28;578.22;NÃO;NÃO;ISLA;house;60
CK27;C;K;27;610.51;NÃO;NÃO;ISLA;house;60
CK26;C;K;26;1133.44;NÃO;NÃO;ISLA;house;60
CK25;C;K;25;630.69;SIM;NÃO;ISLA;house;60
CK24;C;K;24;583.93;NÃO;NÃO;ISLA;house;60
CK23;C;K;23;574.78;NÃO;NÃO;ISLA;house;60
CK22;C;K;22;594.46;NÃO;NÃO;ISLA;house;60
CK21;C;K;21;567.69;NÃO;NÃO;ISLA;house;60
CK20;C;K;20;587.13;NÃO;NÃO;ISLA;house;60
CK19;C;K;19;585.63;NÃO;SIM;ISLA;house;60
CK18;C;K;18;583.1;NÃO;NÃO;ISLA;house;60
CK17;C;K;17;560.44;NÃO;NÃO;ISLA;house;60
CK16;C;K;16;587.11;NÃO;NÃO;ISLA;house;60
CK15;C;K;15;570.99;NÃO;NÃO;ISLA;house;60
CK14;C;K;14;585.5;NÃO;NÃO;ISLA;house;60
CK13;C;K;13;585.38;NÃO;NÃO;ISLA;house;60
CK12;C;K;12;590.08;NÃO;NÃO;ISLA;house;60
CK11;C;K;11;570.01;NÃO;NÃO;ISLA;house;60
CK10;C;K;10;578.48;SIM;NÃO;ISLA;house;60
CK09;C;K;9;579.07;NÃO;NÃO;ISLA;house;60
CK08;C;K;8;583;NÃO;NÃO;ISLA;house;60
CK07;C;K;7;563.08;NÃO;NÃO;ISLA;house;60
CK06;C;K;6;591.75;SIM;NÃO;ISLA;house;60
CK05;C;K;5;571.73;NÃO;NÃO;ISLA;house;60
CK03/04;C;K;03/abr;1179.07;NÃO;NÃO;ISLA;house;60
CK02;C;K;2;570.33;SIM;NÃO;ISLA;house;60
CK01;C;K;1;1102.33;NÃO;NÃO;ISLA;house;60
CJ56;C;J;56;1106.89;SIM;NÃO;ISLA;house;60
CJ55;C;J;55;593.24;SIM;NÃO;ISLA;house;60
CJ54;C;J;54;567.11;SIM;NÃO;ISLA;house;60
CJ53;C;J;53;542.07;NÃO;NÃO;ISLA;house;60
CJ52;C;J;52;561.69;NÃO;NÃO;ISLA;house;60
CJ51;C;J;51;587.86;NÃO;NÃO;ISLA;house;60
CJ50;C;J;50;540.37;NÃO;NÃO;ISLA;house;60
CJ49;C;J;49;567.27;NÃO;NÃO;ISLA;house;60
CJ48;C;J;48;548.72;NÃO;NÃO;ISLA;house;60
CJ47;C;J;47;590.18;NÃO;NÃO;ISLA;house;60
CJ46;C;J;46;567.63;NÃO;NÃO;ISLA;house;60
CJ45;C;J;45;561.07;SIM;NÃO;ISLA;house;60
CJ44;C;J;44;568.82;NÃO;NÃO;ISLA;house;60
CJ43;C;J;43;574.3;SIM;NÃO;ISLA;house;60
CJ42;C;J;42;563.74;NÃO;NÃO;ISLA;house;60
CJ41;C;J;41;561.54;NÃO;NÃO;ISLA;house;60
CJ40;C;J;40;580.85;NÃO;NÃO;ISLA;house;60
CJ39;C;J;39;567.09;NÃO;NÃO;ISLA;house;60
CJ38;C;J;38;555.88;SIM;NÃO;ISLA;house;60
CJ37;C;J;37;585.44;NÃO;SIM;ISLA;house;60
CJ36;C;J;36;579.65;NÃO;NÃO;ISLA;house;60
CJ35;C;J;35;583.52;NÃO;NÃO;ISLA;house;60
CJ34;C;J;34;570.89;NÃO;NÃO;ISLA;house;60
CJ33;C;J;33;551.65;NÃO;NÃO;ISLA;house;60
CJ32;C;J;32;594.97;NÃO;NÃO;ISLA;house;60
CJ31;C;J;31;578.95;NÃO;NÃO;ISLA;house;60
CJ30;C;J;30;573.73;NÃO;NÃO;ISLA;house;60
CJ29;C;J;29;650.09;NÃO;NÃO;ISLA;house;60
CJ28;C;J;28;574.67;SIM;NÃO;ISLA;house;60
CJ27;C;J;27;596.13;SIM;NÃO;ISLA;house;60
CJ26;C;J;26;584.64;NÃO;NÃO;ISLA;house;60
CJ25;C;J;25;583.81;SIM;NÃO;ISLA;house;60
CJ24;C;J;24;575.73;SIM;NÃO;ISLA;house;60
CJ23;C;J;23;595.33;SIM;NÃO;ISLA;house;60
CJ22;C;J;22;578.71;NÃO;NÃO;ISLA;house;60
CJ21;C;J;21;584.96;NÃO;SIM;ISLA;house;60
CJ20;C;J;20;572.76;NÃO;NÃO;ISLA;house;60
CJ19;C;J;19;586.26;SIM;NÃO;ISLA;house;60
CJ18;C;J;18;582.01;NÃO;NÃO;ISLA;house;60
CJ17;C;J;17;576.94;NÃO;NÃO;ISLA;house;60
CJ16;C;J;16;587.7;NÃO;NÃO;ISLA;house;60
CJ14/15;C;J;14/15;1165.61;SIM;NÃO;ISLA;house;60
CJ13;C;J;13;576.13;NÃO;NÃO;ISLA;house;60
CJ12;C;J;12;590.03;SIM;NÃO;ISLA;house;60
CJ11;C;J;11;574.59;NÃO;NÃO;ISLA;house;60
CJ10;C;J;10;554.6;NÃO;NÃO;ISLA;house;60
CJ09;C;J;9;604.84;SIM;NÃO;ISLA;house;60
CJ08;C;J;8;572.49;NÃO;NÃO;ISLA;house;60
CJ07;C;J;7;586.71;NÃO;NÃO;ISLA;house;60
CJ06;C;J;6;586.22;NÃO;NÃO;ISLA;house;60
CJ05;C;J;5;591.22;SIM;NÃO;ISLA;house;60
CJ04;C;J;4;584.76;NÃO;NÃO;ISLA;house;60
CJ03;C;J;3;604.48;NÃO;NÃO;ISLA;house;60
CJ02;C;J;2;550.87;NÃO;NÃO;ISLA;house;60
CJ01;C;J;1;672.53;SIM;NÃO;ISLA;house;60
CI51;C;I;51;661.72;NÃO;NÃO;ISLA;house;60
CI50;C;I;50;594.92;SIM;NÃO;ISLA;house;60
CI49;C;I;49;562.35;NÃO;NÃO;ISLA;house;60
CI48;C;I;48;576.88;NÃO;NÃO;ISLA;house;60
CI47;C;I;47;532.98;NÃO;SIM;ISLA;house;60
